time,mean_direct,mean_order,var_direct,var_order
0,0.7982,0.8202,0.000502759999999999,0.000530759999999999
1,0.42860000000000004,0.4130000000000001,0.0010128400000000005,0.0014609999999999994
2,0.11800000000000002,0.13720000000000004,0.0008024000000000002,0.00032736000000000006
3,0.017000000000000005,0.05600000000000001,7.780000000000002e-05,0.0005792
4,0.2992,0.3902,0.0008793599999999997,0.0017571600000000002
5,0.6776000000000001,0.6748000000000001,0.000518239999999999,0.0009353599999999986
6,0.9667999999999999,0.9436,6.576000000000013e-05,0.0008006399999999994
7,0.914,0.8446,0.0003056,0.001416040000000001
