time,mean_direct,mean_unorder,mean_order,var_direct,var_unorder,var_order
1,0.07233023770425985,0.1260429563503245,0.12269067669953201,0.000678215515149893,0.0011747239027263979,0.0015417599518578393
2,0.0694091210565026,0.0909370264575198,0.08257252350388425,0.00038130020440817994,0.0022436928946690995,0.0021549362177518444
3,0.06948969750103819,0.04549966619321443,0.03901121116441809,0.0002725039279377801,0.0012347973143894365,0.0006782179238188973
4,0.07071710093090128,0.02765868382455075,0.026101038653232354,0.00024424965114047844,0.0001408223151729934,5.9901625843724936e-05
5,0.07437405256241494,0.02573867033350966,0.02557880377553746,0.00024528869542313295,2.148491445079917e-05,3.76081353552939e-06
6,0.07409377440727971,0.02736069924345115,0.02763152683536355,0.00025147921466338807,1.957959541755813e-06,9.74459880367916e-07
7,0.0757400890303805,0.028405530473197466,0.028684805308827638,0.000287836955534,4.584378366046102e-07,1.2398875627028435e-07
8,0.07687731485586849,0.02897676189056122,0.029054928518844846,0.0002907539978334172,3.315634930548582e-08,6.9454192318979836e-09
