time,mean_direct,mean_order,var_direct,var_order
0,0.8222000000000002,0.8202,0.000529159999999999,0.000530759999999999
1,0.43920000000000003,0.47359999999999997,0.0010249600000000005,0.0010286400000000004
2,0.10700000000000001,0.1412,0.0002514,0.00187376
3,0.008199999999999999,0.0816,2.9959999999999998e-05,0.007350240000000001
4,0.2838,0.3428,0.0011587600000000002,0.0022361600000000005
5,0.6880000000000001,0.633,0.000223999999999999,0.002566599999999999
6,0.9635999999999999,0.8855999999999999,7.184000000000013e-05,0.005644639999999996
7,0.9088,0.8814,5.760000000000011e-06,0.0012192400000000001
