time,mean_direct,mean_unorder,mean_order,var_direct,var_unorder,var_order
1,0.07234960882114562,0.12369423600977715,0.12321754062771487,0.0006410224647722572,0.0011462912654684242,0.001660971586621175
2,0.06993874375869902,0.08444270600781324,0.08018950588682346,0.00039511308570446083,0.002023577046835261,0.002089237384120917
3,0.06965104718345516,0.047283354220760805,0.03938767840028873,0.0003277990016141867,0.0013153235458714379,0.0008489629689384707
4,0.07184860007101693,0.02809025655463885,0.026074000479451218,0.0003328722507606288,0.00013810169124920676,8.34493512948614e-05
5,0.07495169596878981,0.02565769467756858,0.025511376703758658,0.00030759630493797313,6.704611595799407e-06,3.7324926920046058e-06
6,0.07706224802463474,0.027140937592090447,0.02760252887648325,0.00031786512926945893,2.4181229028143706e-06,1.0165698628198712e-06
7,0.07763875474871999,0.028354404403820158,0.028680344435744538,0.0003191554439401637,5.444202341638541e-07,1.4791139830181462e-07
8,0.07765314208203841,0.02895834926851445,0.029062074982062033,0.0003334279136479744,5.2324713773439116e-08,8.272480732852695e-09
