time,mean_direct,mean_unorder,mean_order,var_direct,var_unorder,var_order
1,0.025720604798881733,0.028363354814906833,0.02861383738316995,2.0467732270153906e-06,3.600274760262927e-07,9.360019005492404e-08
2,0.025708066904004193,0.028982008062610976,0.029068155344678038,1.8005750660598214e-06,4.4311061183952887e-08,8.812561373620939e-09
3,0.025954619947118323,0.029155887577648944,0.029179639969436275,1.321668034960922e-06,4.718847048042575e-09,4.821354948584086e-10
4,0.026230112384201795,0.029198864164517908,0.02920439187605767,9.25759809357773e-07,1.7161411183737137e-10,4.1677344666564837e-11
5,0.026546744989286983,0.029208902618717888,0.029210342019113374,2.52002521183263e-07,1.0929215253662902e-11,1.1809737735546145e-12
6,0.026627582310697666,0.02921107301339843,0.029211317022737472,1.492988235590308e-07,3.7396705274698617e-13,2.3790354982200554e-14
7,0.026681820450975783,0.02921140313071919,0.029211437383613002,8.78505804604947e-08,3.201073051569348e-15,1.574397500402864e-16
8,0.026714564393723935,0.029211445984738887,0.029211448949768185,9.355542532810378e-08,1.4703257687057813e-17,7.741735326138351e-19
