mean_direct,mean_order,var_direct,var_order
[0.9985 0.9797 0.7832 0.5823 0.3943 0.1955 0.0224 0.0026],[0.9982 0.9728 0.7775 0.5892 0.3887 0.2    0.019  0.0035],"[1.0500e-06 3.3961e-04 3.8456e-04 5.3821e-04 3.9741e-04 3.0885e-04
 2.1084e-04 3.8400e-06]","[1.5600e-06 2.7856e-04 1.8125e-04 4.3556e-04 1.4221e-04 4.2960e-04
 7.2000e-05 4.8500e-06]"
